park_id,name,address,city,state,zip
40207,Oak Villa MHC,15455 Ronald Reagan Hwy.,Covington,LA,70433
40480,Riveredge Trailer Park,1904 Riveredge,Chalmette,LA,70043
40487,Dorason Estates,46269 West Cherry Street,Hammond,LA,70401
40609,Carolyn's Trailer Park,49017 Stafford Road,Tickfaw,LA,70466
40611,Cut-off Road Trailer Park,Trevor Drive,Bastrop,LA,71220
40613,Diamond Mobile Home Park,155 Biedenhorn Drive,West Monroe,LA,71291
40678,B B Trailer Park,430 Post Oak Road,Sulphur,LA,70663
40686,Cosgrove Mobile Home Park,2108 George Drive,Opelousas,LA,70570
41045,Pecan Acres,1167 Pecan Acres Ln,Vidalia,LA,71373
42290,Belle Ridge MHP,5343 Highway 182,Opelousas,LA,70570
42294,Sandy's Trailer Park,1022 Bayou Alexander Highway,Saint Martinville,LA,70582
43260,Bankstons Mobile Home Park,29020 La 43 Highway,Albany,LA,70711
43266,Cypress Creek Mobile Home Court,41058 South Range,Ponchatoula,LA,70454
43498,Twin Oaks,3550 Carlyss Drive,Sulphur,LA,70665
43520,Hillside Mobile Home Park,1135 Wallace Drive,West Monroe,LA,71291
46864,Morning Meadow Manufactured Home Community,307 New Natchitoches Road,West Monroe,LA,71292
49709,Hyland Mobile Home Park,1632 Hyland Park Drive,Pineville,LA,71360
49878,Cobb's Manufactured Home Park,13250 Roddy Rd,Gonzales,LA,70737
52224,Glen Meadows Park,291 Holly Circle,Vinton,LA,70668
55404,Sunrise Mobile Home Park,105 Amireau Dr,Youngsville,LA,70592
55409,Sullivan Mobile Home Park,157 Poor Boy Ln,West Monroe,LA,71292
55426,Billy Barnes Mh Park,297 Rose St,Simsboro,LA,71275
55433,Alpine Mobile Estates,7864 Edelweiss Dr,Shreveport,LA,71107
55434,Warren Landry Mh Park,3105 W Willow St,Scott,LA,70583
55435,Thibodeaux Mh Park,1402 Saint Marry St,Scott,LA,70583
55438,Lantier Mh Park,120 Dronet St,Scott,LA,70583
55441,Chester Domingue Mh Park,116 Fenetre Rd,Scott,LA,70583
55443,Southern Mh Park,44416 Gold Place Rd,Saint Amant,LA,70774
55444,Wilson Mobile Home Park,890 Rough Edge Rd,Ruston,LA,71270
55445,University Hill Mh Park,1609 W California Ave,Ruston,LA,71270
55446,Tall Timbers Mh Park,1343 Frazier Rd,Ruston,LA,71270
55447,Shady Lane Mh Park,1423 Mcallister St,Ruston,LA,71270
55448,Penn Oaks Mh Park,2703 W California Ave,Ruston,LA,71270
55449,Oakhill Mobile Home Park,269 Dunn Rd,Ruston,LA,71270
55450,Milton Candler Mh Park,133 Sandbed Rd,Ruston,LA,71270
55451,Liners Mobile Home Park,4302 Highway 80,Ruston,LA,71270
55452,Leisure Living Mh Park,3001 Beacon Light Rd,Ruston,LA,71270
55453,Lays Mobile Home Park,400 W Louisiana Ave,Ruston,LA,71270
55454,Lars Gray Mobile Home Park,137 Penny Ln,Ruston,LA,71270
55455,Highland Mobile Home Park,1301 Highland St,Ruston,LA,71270
55457,Hays Mobile Home Park,200 Riser Rd,Ruston,LA,71270
55458,Green Oaks Mh Park,2460 W Alabama Ave,Ruston,LA,71270
55460,Green Acres Mobile Park,203 Water Tank Rd,Ruston,LA,71270
55461,Garner Clark Mh Park,128 Sandbed Rd,Ruston,LA,71270
55462,Evans Mobile Home Park,4399 Highway 818,Ruston,LA,71270
55463,Lakeview Mobile Home Park,1501 Atkins Rd,Ruston,LA,71270
55480,Country Living Mh Park,6870 Highway 80,Ruston,LA,71270
55481,Cedar Creek Mh Park,2001 W Alabama Ave,Ruston,LA,71270
55482,Augustine Mh Park,617 Jackson Ave,Ruston,LA,71270
55484,B & K Mobile Park,2553 Court St,Port Allen,LA,70767
55485,Pretty Acres Mh Park,18230 Rose Dr Trlr 15,Ponchatoula,LA,70454
55487,Haphazard Mh Estates,2528 Hanes Rd,Pineville,LA,71360
55488,Jennings Estates,103 Country Ln,Pineville,LA,71360
55492,Barbaras Mh Village,1355 Julia St,New Iberia,LA,70560
55494,Easy Living Mh Park,7300 Frontage Rd,Monroe,LA,71202
55495,Eastside Mobile Home Park,117 Dianna Dr,Monroe,LA,71203
55498,Southfield Mh Park,11971 Highway 80,Minden,LA,71055
55501,Rutherford Mobile Parks,3031 Highway 14 E,Lake Charles,LA,70607
55560,Whittington Hts Mh Park,135 Whittington Dr,Lafayette,LA,70503
55563,Voorhies Trahan Mh Park,136 Scott St,Lafayette,LA,70506
55565,Twisted Oaks Mobile Park,129 Avalon St,Lafayette,LA,70508
55566,Southern Consumer Mhp,403 Edison St,Lafayette,LA,70501
55567,Southside Estates MHC,1301 Verot School Rd,Lafayette,LA,70508
55571,Pecan Acres Mh Park,1138 Breaux Rd,Lafayette,LA,70506
55574,Northgrove Mh Park,104 Willow,Lafayette,LA,70501
55581,Floyds Mh Park,1001 Willow,Lafayette,LA,70501
55584,Credeur Mh Park,101 Norine St,Lafayette,LA,70506
55586,Conques Mobile Home Park,3008 N University Ave,Lafayette,LA,70507
55589,Cajun Mh Village,314 Malapart Rd,Lafayette,LA,70507
55590,Cadillac Street Mh Park,202 Cadillac St,Lafayette,LA,70501
55591,Brambles Mobile Home Park,1409 E Broussard Rd,Lafayette,LA,70508
55593,Benoit Mobile Park,1001 Patterson St,Lafayette,LA,70501
55603,Lakeland Estates,1406 N Coontrap Ave,Gonzales,LA,70737
55604,Donna Lynns Mh Park,154 Vega Ct,Gibson,LA,70356
55611,Thibodeaux Mh Park,203 Yearling Rd,Duson,LA,70529
55612,Royal Mobile Home Park,7727 Cameron St,Duson,LA,70529
55616,Quiet Living Mh Park,210 Ray Pardue Rd,Duson,LA,70529
55627,Larfize Bourque Mh Park,5411 W Congress St,Duson,LA,70529
55628,J & J Mobile Home Park,700 S A St,Duson,LA,70529
55629,Howard Bourque Mh Park,5305 W Congress St,Duson,LA,70529
55630,Clifton Mh Park,6429 W Congress St,Duson,LA,70529
55631,Aaron Clark Mh Park,2180 S Fieldspan Rd,Duson,LA,70529
55632,Goose Creek Mh Park,1596 Mccullin Rd,Dubach,LA,71235
55635,Watson Estates Mobile Home Park,35655 Bonnebell Dr,Denham Springs,LA,70706
55636,Danni Lane Mh Park,7367 Robinson Dr,Denham Springs,LA,70706
55637,Hub Mobile Park,1819 N Parkerson Ave,Crowley,LA,70526
55640,Parkland Mobile Home Park,106 Highway 726,Carencro,LA,70520
55641,North Acadian Mh Park,515 Sonnier Rd,Carencro,LA,70520
55642,La Roulette Mh Park,201 Andre St,Carencro,LA,70520
55643,Indian Hill Mh Park,121 Apache Cir,Carencro,LA,70520
55644,Executive Choice Mh Park,5217 N University Ave,Carencro,LA,70520
55645,Daves MH Village,5215 N University Avenue,Carencro,LA,70520
55646,Crepe Myrtle Mobile Park,4027 NW Evangeline Trwy,Carencro,LA,70520
55647,A & M Mh Park,107 Romero,Carencro,LA,70520
55650,Miguez Mh Park,502 Avenue D,Broussard,LA,70518
55651,Midway Mobile Park,1773 Duchamp Rd,Broussard,LA,70518
55655,Bruces Mh Park,210 Avenue B,Broussard,LA,70518
55656,James Daigle Mh Park,153 Magnifique Rd,Breaux Bridge,LA,70517
55662,Night Rv Park,14740 Florida Blvd,Baton Rouge,LA,70819
55664,Gardere Mobile Park Inc,8604 Rush Ave Apt B,Baton Rouge,LA,70810
55666,Raccourici Park,5162 La Highway 419,Batchelor,LA,70715
55672,Barron Mobile Home Park,564 Highway 1204,Ball,LA,71405
55674,Jaco Mobile Home Park,2083 Coteau Rodaire Highway # A,Arnaudville,LA,70512
64569,Shady Oaks,1752 Pitkin Rd,Leesville,LA,71446
64834,Milstead's Mobile Home Park,2984 Highway 80 West,Calhoun,LA,71225
65049,Lynn's MHC,4390 Peter Messina,Addis,LA,70710
65797,J N J Estates,111 W. Saltilla,New Iberia,LA,70560
66063,Deville's Mobile Home Park,30205 Eden Church Road,Denham Springs,LA,70726
66227,Mhp,301 Grizzaffi St,Morgan City,LA,70380
66334,Peach Tree MHP,55 Peach Tree Lane,Noble,LA,71462
66344,Seelas Trailer Court,Po Box 1008,Chalmette,LA,70044
67264,Torrey Pines,16352 Old Hammond Hwy,Baton Rouge,LA,70816
67422,Pioneer Park,Pioneer Trailer Park Road,Saint Francisville,LA,70775
69543,Willow Springs Mobile Home Park,131 Hebert Road,Lafayette,LA,70506
69933,S & R MH Park,6861 Highway 1 South,Addis,LA,70710
70466,Cefalu MHP,Keith St,Morgan City,LA,70380
70657,Sepulvado Landing,Monica Lane,Noble,LA,71462
71200,Rogers Rentals,8315 Highway 308,Lockport,LA,70374
71241,Hendricks,8158 Elliot Road,Baton Rouge,LA,70817
71303,Evergreen MH Park,110 Evergreen St.,Bunkie,LA,71322
71506,Anita Park,100 St. Ignatius,Broussard,LA,70518
71677,Canebrake Mobile Home Park,2300 Darnall Road,New Iberia,LA,70560
71850,Caldwell Estates,113 Caldwell Rd.,West Monroe,LA,71291
71959,Strawberry Heights,55141 Old Us Highway 51,Independence,LA,70443
72631,Joor Road Mobile Home Park,14853 Joor Road,Zachary,LA,70791
72645,Floyd Court,301 Dewey St,Houma,LA,70364
72669,Riverside Mobile Home Park,22210 Warren Street,Plaquemine,LA,70764
72687,Green Pasture Mobile Home Park,702 Washington Street,West Monroe,LA,71292
72714,Bayou Blue MHP,440 Fairgrounds Rd,Natchitoches,LA,71457
73476,Mouchs MH Park,6761 La Highway,Addis,LA,70710
73571,C & S Mobile Home Park,1778 Nursery Hwy,Breaux Bridge,LA,70517
73617,F & M Mobile Home Park,Linus Street,Opelousas,LA,70570
73978,Mallard Point Mobile Home Park,42298 Highway 933,Prairieville,LA,70769
74136,North Corbin Mobile Home Community,35081 North Corbin Rd,Walker,LA,70785
74286,Pecan Creek Mobile Estates,298 Thelma Lane,Lake Charles,LA,70611
74312,A. D. MHP,13674 Glen Ellis Rd,Walker,LA,70785
74544,Cenla Park,9660 Highway 28 E,Pineville,LA,71360
74591,Binder Trailer Park,Binder Ln,Amite,LA,70422
74671,Brimstone,940 Kirby Street,Sulphur,LA,70663
74736,Grand Oaks Mobile Home Park,125 Mandy Lane Lot 14,Many,LA,71449
74795,B and J Mobile Home Park,300 Rader Dr.,Monroe,LA,71203
74927,Double Circle Y MHP,215 Rader Dr.,Monroe,LA,71203
75193,Spring Branch Estates,174 Philadelphia Road,Pineville,LA,71360
75489,Trahans Mobile Home Park,932 Tallow Rd,Lake Charles,LA,70607
75588,Trails South Trailer Park,212 Daniel St,Crowley,LA,70526
75866,Pine Hill Mobile Home Community,2001 Highway 80 East,Calhoun,LA,71225
75895,Satsuma Heights Mobile Home Park,12398 Florida Blvd,Livingston,LA,70754
76550,Sheppard Creek Mobile Home Park,110 Ruger Lane,Ruston,LA,71270
76560,Goodman's Mobile Home Park,130 Goodman Ct.,Houma,LA,70364
76662,Oak Place,38259 Highway 621,Gonzales,LA,70737
76771,Iota Mobile Village,314 West Kennedy Ave,Iota,LA,70543
76968,Babin I-12 Trailer Park,26572 La Highway 1032,Denham Springs,LA,70726
77385,Double Wide Mobile Home Park,104 Orange St,Galliano,LA,70354
77515,River Oaks,180 River Oak Dr.,Belle Chasse,LA,70037
77871,B & B Trailer Park,310 Todd Ave,Krotz Springs,LA,70750
78235,Jordin Lane Mobile Home Park,113 Jordin Ln,Bayou Vista,LA,70380
78842,Hidden Oaks Mobile Home Community,7300 Rougon Road,Port Allen,LA,70767
79397,Duplantis Mobile Home Park,4346 Highway 56,Houma,LA,70363
80267,Clements Trailer Park,1224 Clements Ln,Morgan City,LA,70380
81063,Pelican Estates,135 Dv Byrd Ln,West Monroe,LA,71292
81513,Eden Place Properties,10006 Eve Dr.,Denham Springs,LA,70726
81909,Hattie Hills MH Park,111 1st Street,Rosepine,LA,70659
81911,Lake View MHP,1107 Rene Rd,Farmerville,LA,71241
82505,Cypress Land Estates,12608 Tupelo Circle,Erath,LA,70533
82751,Village North MHP,1520 N Pine St.,Vivian,LA,71082
83591,Brunson Trailer Park,102 Brunson Ln,Benton,LA,71006
83647,Thurmans Mobile Home Park,North Thurman Road,Haughton,LA,71037
83649,Park Place,1411 La-182,Morgan City,LA,70380
83651,Brookhaven MH Estates,6609 Youngsville Rd,Youngsville,LA,70592
83979,Roddy Road MHP,12195 Roddy Rd,Gonzales,LA,70737
83981,Twin Oaks Mobile Park,170 Sydnic Lane,Hessmer,LA,71341
84217,Luke's Trailer Park,157 Elm Street,Centerville,LA,70522
84585,Little Pine Trailer Park,523 Little Pines Ln,Morgan City,LA,70380
84587,Luxury Living,230 Jenkins Rd.,Duson,LA,70529
84755,Des Jacques Park,231 Des Jacques Rd.,Scott,LA,70583
84899,Landons MHP,100 Quick Blvd,Ponchatoula,LA,70454
84901,Easy Living MHP,22821 Highway 22,Maurepas,LA,70449
85275,La Pacaniere MHP,5579 Resweber Highway,Saint Martinville,LA,70582
85426,Floyd's Mobile Home Court,107 Floyd Street,Lafayette,LA,70501
85487,Deer Run Mobile Home Park,161 Cowboy Ln,Calhoun,LA,71225
86843,Bayou Village Mobile Home Park,Kristie Dr/Standard Mill Rd,Rayne,LA,70578
87559,Ridgeway MHP,2911 Coteau Rd,New Iberia,LA,70560
88219,Poches RV Park,1080 Sawmill,Breaux Bridge,LA,70517
88783,Luxury Living Mobile Home Park,401 D Arceneaux Rd.,Scott,LA,70583
89131,Country Aire Park,201 Lagneaux Rd,Duson,LA,70529
92627,West Ouachita MHP,1988 Highway 34,West Monroe,LA,71292
94139,Bon Ami Mobile Home Park,2810 La Highway 35,Opelousas,LA,70570
94541,Bayou Oaks,265 Half Rees Street,Breaux Bridge,LA,70517
94825,Blue Bayou Mobile Home Court,224 Blue Bayou,Houma,LA,70364
97353,Angelina MHP,6530 Highway 1,Shreveport,LA,71107
97901,Willow Ridge Mhp,1855 Red Davis Mccollister Rd,Lake Charles,LA,70607
98185,Pinewood Mobile Home Park,34922 Old La Highway 16,Denham Springs,LA,70706
98391,Mouser's Home Place,105 Mandy Ln,Minden,LA,71055
99359,Drew Shady Acres,1115 Ole Highway 15,West Monroe,LA,71291
99675,La Visage Rouge,100 Rue Tete Red Ct,Bourg,LA,70343
100175,Peoples Mh Park,13394 Brickyard Rd,Independence,LA,70443
101773,"Lecompte Trailer Park, Llc",103 Lecompte Lane,Houma,LA,70363
102229,Gary's Trailer Park,721 Lebesque Rd,Lafayette,LA,70507
103143,Atchafalaya Mobile Home Park,1118 Melvin Dupuis Rd,Breaux Bridge,LA,70517
103265,Belle Chasse Mobile Home Park,10700 Hwy 23,Belle Chasse,LA,70037
103395,Stafford's Four Corner RV and Trailer Park,322 Hospital Rd,Marksville,LA,71351
103433,Belmont Estate,5327 Island Road,Jarreau,LA,70749
103939,Blackwells Mobile Home Park,18320 Florida Blvd,Holden,LA,70744
104045,Shiloh Trailer Park,1801 Rose St,Berwick,LA,70342
104837,Cherry Ridge Mobile Home Park,Cherry Ridge Road,Bastrop,LA,71220
105331,Shadow Lake Rv Park,710 Barron Rd,Keithville,LA,71047
105481,Covington Oaks Mobile Home Park,1555 West 21st Avenue,Covington,LA,70433
105908,AMP-JFP Circle MHP,La 18,Edgard,LA,70049
105948,Manchester Place,36768 Highway 16,Denham Springs,LA,70726
106070,Edgewood Mobile Home Park,412 Edgewood Drive,Denham Springs,LA,70726
106072,Madeline Heights Mobile Home Park,24715 Walker South,Denham Springs,LA,70726
106092,Pat's Mobile Home Park,1026 Roy J Melancon Rd,Breaux Bridge,LA,70517
106308,Loranger MHP,19364 Louisiana 442,Loranger,LA,70446
106412,Troy Louviere MHP,Captain Cade Rd,Broussard,LA,70518
106510,Rose Pine MHC,Smede Highway,Saint Martinville,LA,70582
108820,Wilson Gaidry Mobile Home Park,8911 Park Ave,Houma,LA,70363
110775,Strawberry Holdings,700 W Mcclellan St,Ponchatoula,LA,70454
110866,Albany Mobile Home park,30544 Strawberry Lane,Hammond,LA,70403
110936,Ben's RV Park,140 Alvin Rd,Cameron,LA,70631
110992,Youngs Mobile Home Park,Youngs Rd,Noble,LA,71462
110994,Sunset Marina,Pine Thicket,Many,LA,71449
111086,River Edge Courts,508 Taft St,Patterson,LA,70392
111224,Riverton Lake Campground,531 Riverton Camp Rd,Columbia,LA,71418
113592,Cooling Springs,5595 Highway 90 E,Lake Charles,LA,70615
124048,Maturin Mobile Home Park,4010 Melancon Rd,Broussard,LA,70518
124052,West Yellow Water Park,42134 W Yellow Water Rd,Hammond,LA,70403
125710,Park Longacre,760 Hwy 384,Lake Charles,LA,70607
125732,Maplewood MHP,452 Maplewood Dr,Bossier City,LA,71111
125772,Hidden Point Homes,27848 Frindik Ln,Springfield,LA,70462
125830,Suburban Village,343 Country Ridge Rd,Opelousas,LA,70570
125910,Pin Oak Community,1277 N Hwy 171,Lake Charles,LA,70611
125922,Audubon Acres,1112 Lebesque Rd,Lafayette,LA,70507
126092,Fairview Place,101 Vista Village Ln,Morgan City,LA,70380
126124,French Quarter Estates,705 Orleans Ave,New Iberia,LA,70563
126218,Bon Villa MHP,106-178 Bon Villa Ct,Gray,LA,70359
126282,Calhoun Crossing,141 Brownlee Rd,Calhoun,LA,71225
126358,Naomi MHP,14668 Highway 23,Belle Chasse,LA,70037
126519,Reg's MHP,408 Reg Park,Reserve,LA,70084
126678,Steve's Mobile Home Park,229 Horne Lane,West Monroe,LA,71292
126922,Family First MHP,5617 Point Clair Rd,Carville,LA,70721
127048,E and P Deroche Trailer Park LLC,420 E 8th St,Gramercy,LA,70052
127234,Coastwide Estates,Electric Lane,Morgan City,LA,70380
127508,Alma and Kids Trailer Park,Waverly Rd,Thibodaux,LA,70301
127528,Kenner Trailer Park,2517 Reverend Richard Wilson Dr,Kenner,LA,70062
127896,Lavey Lane Mobile Home and RV Park,5510 Lavey Lane,Baker,LA,70714
127956,Stacey Acres,210 W Pont Des Mouton Rd,Lafayette,LA,70507
127964,Cypress Estates,650 North Bolton Ave.,Alexandria,LA,71301
128026,Cane View MHC,214 Halfway House Road,Arnaudville,LA,70512
128028,Community Oaks MHC,42057 Moody Dixon Road,Prairieville,LA,70769
128032,Half Oak MHC,304 Half Oak Drive,Thibodaux,LA,70301
128034,Youngsville Estates MHC,728 Young Street,Youngsville,LA,70592
128036,Country Mobile Living,1731 Lagneaux Road,Lafayette,LA,70506
128038,Bayou Winds MHC,126 Vega Court,Gibson,LA,70356
128370,Lakeview Mobile Home Park,610 Caddo Lease Road,Mooringsport,LA,71060
128420,Roys Lane Mobile Home Park,Roys Ln,Franklin,LA,70538
128454,North Side Trailer Park,104 Willis Dr,Saint Martinville,LA,70582
128836,Bayou Gin MHP,440 Fairgrounds Rd,Natchitoches,LA,71457
129010,Foreman Trailer Park,Foreman Drive,Rayne,LA,70578
129030,E & L Estates LLC,2897 Hwy 182 E,Morgan City,LA,70380
129120,Macedonia MHC,40195 Macedonia Rd,Hammond,LA,70403
129122,Oakview MHC,237 W Railroad Ave,Independence,LA,70443
129224,Oak Harbor,Belle Chasse,Belle Chasse,LA,70037
129376,Abbeville Country Estate,Abbeville,Abbeville,LA,70510
129509,Achord's MHP,16098 Bluff Rd,Prairieville,LA,70769
129657,Cruisers RV Park,14573 La-23,Belle Chase,LA,70037
129659,Cajun Oaks RV Park,106880 Hwy 23,Belle Chase,LA,70037
129713,Prescott Place Mobile Home Community,7100 Prescott Rd,Baton Rouge,LA,70812
129715,Airport Road MHC,18325 Miller Lane,Hammond,LA,70403
130311,Acadiana Coastal MHP,6209 Cameron St,Scott,LA,70583
130435,Willow Trace,4403 Highway 182,Opelousas,LA,70570
130577,165 Mobile Home & RV Park,5000 Hwy 165 South,Monroe,LA,71201
